scope,grid_x,grid_y,placed_primitives,representative_tile
"accelerator_core",30,111,18,"CLBLM_L_X10Y93"
"accelerator_core",30,112,17,"CLBLM_L_X10Y92"
"accelerator_core",30,113,8,"CLBLM_L_X10Y91"
"accelerator_core",30,114,6,"CLBLM_L_X10Y90"
"accelerator_core",30,115,2,"CLBLM_L_X10Y89"
"accelerator_core",30,116,2,"CLBLM_L_X10Y88"
"accelerator_core",30,117,2,"CLBLM_L_X10Y87"
"accelerator_core",30,118,7,"CLBLM_L_X10Y86"
"accelerator_core",33,106,14,"CLBLM_R_X11Y98"
"accelerator_core",33,107,18,"CLBLM_R_X11Y97"
"accelerator_core",33,108,18,"CLBLM_R_X11Y96"
"accelerator_core",33,109,4,"CLBLM_R_X11Y95"
"accelerator_core",33,110,14,"CLBLM_R_X11Y94"
"accelerator_core",33,111,9,"CLBLM_R_X11Y93"
"accelerator_core",33,112,18,"CLBLM_R_X11Y92"
"accelerator_core",33,113,11,"CLBLM_R_X11Y91"
"accelerator_core",33,114,8,"CLBLM_R_X11Y90"
"accelerator_core",33,115,6,"CLBLM_R_X11Y89"
"accelerator_core",33,116,5,"CLBLM_R_X11Y88"
"accelerator_core",33,117,11,"CLBLM_R_X11Y87"
"accelerator_core",33,118,11,"CLBLM_R_X11Y86"
"accelerator_core",33,119,2,"CLBLM_R_X11Y85"
"accelerator_core",33,141,5,"CLBLM_R_X11Y64"
"accelerator_core",46,157,2,"CLBLL_R_X17Y49"
"accelerator_core",46,163,2,"CLBLL_R_X17Y43"
"accelerator_core",46,164,1,"CLBLL_R_X17Y42"
"accelerator_core",46,165,2,"CLBLL_R_X17Y41"
"accelerator_core",51,100,13,"CLBLL_R_X19Y103"
"accelerator_core",51,101,13,"CLBLL_R_X19Y102"
"accelerator_core",51,102,13,"CLBLL_R_X19Y101"
"accelerator_core",51,103,13,"CLBLL_R_X19Y100"
"accelerator_core",51,105,14,"CLBLL_R_X19Y99"
"accelerator_core",51,106,16,"CLBLL_R_X19Y98"
"accelerator_core",51,107,17,"CLBLL_R_X19Y97"
"accelerator_core",51,108,15,"CLBLL_R_X19Y96"
"accelerator_core",51,109,16,"CLBLL_R_X19Y95"
"accelerator_core",51,110,20,"CLBLL_R_X19Y94"
"accelerator_core",51,111,19,"CLBLL_R_X19Y93"
"accelerator_core",51,112,17,"CLBLL_R_X19Y92"
"accelerator_core",51,113,18,"CLBLL_R_X19Y91"
"accelerator_core",51,114,17,"CLBLL_R_X19Y90"
"accelerator_core",51,115,6,"CLBLL_R_X19Y89"
"accelerator_core",51,116,6,"CLBLL_R_X19Y88"
"accelerator_core",51,117,6,"CLBLL_R_X19Y87"
"accelerator_core",51,118,6,"CLBLL_R_X19Y86"
"accelerator_core",51,119,14,"CLBLL_R_X19Y85"
"accelerator_core",51,120,14,"CLBLL_R_X19Y84"
"accelerator_core",51,121,13,"CLBLL_R_X19Y83"
"accelerator_core",51,122,9,"CLBLL_R_X19Y82"
"accelerator_core",51,123,6,"CLBLL_R_X19Y81"
"accelerator_core",51,124,7,"CLBLL_R_X19Y80"
"accelerator_core",51,125,5,"CLBLL_R_X19Y79"
"accelerator_core",51,126,4,"CLBLL_R_X19Y78"
"accelerator_core",51,129,1,"CLBLL_R_X19Y75"
"accelerator_core",51,131,5,"CLBLL_R_X19Y74"
"accelerator_core",51,132,5,"CLBLL_R_X19Y73"
"accelerator_core",51,133,5,"CLBLL_R_X19Y72"
"accelerator_core",51,134,4,"CLBLL_R_X19Y71"
"accelerator_core",51,135,14,"CLBLL_R_X19Y70"
"accelerator_core",51,136,26,"CLBLL_R_X19Y69"
"accelerator_core",51,137,13,"CLBLL_R_X19Y68"
"accelerator_core",51,138,15,"CLBLL_R_X19Y67"
"accelerator_core",51,139,5,"CLBLL_R_X19Y66"
"accelerator_core",51,140,18,"CLBLL_R_X19Y65"
"accelerator_core",51,141,8,"CLBLL_R_X19Y64"
"accelerator_core",51,142,12,"CLBLL_R_X19Y63"
